Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,sales,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager
8/29/2023,South,Monitor,3,527.77,Store C,Retail,0.1,Bob,1424.979,Cash,FREESHIP,0,REG100156,Cust 4539,48.66,8/29/2023,9/1/2023,Sophie
6/22/2023,South,Chair,14,291.09,Store A,Retail,0,Carlos,4075.26,Cash,,0,REG100157,Cust 7067,39.98,6/22/2023,6/30/2023,Sophie
2/24/2024,South,Phone,8,350.12,Store C,Retail,0,Alice,2800.96,Gift Card,FREESHIP,1,REG100158,Cust 7720,31.65,2/24/2024,3/1/2024,Sophie
4/10/2024,North,Phone,10,195.26,Store D,Retail,0.05,Alice,1854.97,Credit Card,WINTER15,0,REG100159,Cust 5668,46.91,4/10/2024,4/15/2024,Ryan
5/14/2023,South,Monitor,13,291.1,Store A,Wholesale,0,Alice,3784.3,Online,FREESHIP,0,REG100160,Cust 8367,7.66,5/14/2023,5/19/2023,Sophie
3/11/2023,South,Monitor,6,93.92,Store B,Wholesale,0.15,Eva,478.992,Credit Card,FREESHIP,0,REG100161,Cust 4438,11,3/11/2023,3/18/2023,Sophie
8/24/2024,Central,Printer,5,15.92,Store D,Retail,0,Eva,79.6,Credit Card,,1,REG100162,Cust 3481,8.66,8/24/2024,8/26/2024,Cameron
2/23/2024,South,Monitor,16,120.22,Store D,Retail,0.15,Bob,1634.992,Cash,SAVE10,0,REG100163,Cust 1489,8.42,2/23/2024,3/1/2024,Sophie
1/30/2024,North,Monitor,11,118.8,Store A,Retail,0.05,Eva,1241.46,Online,SAVE10,0,REG100164,Cust 6649,39.32,1/30/2024,2/6/2024,Ryan
1/23/2024,East,Tablet,10,92.45,Store C,Wholesale,0.1,Frank,832.05,Cash,WINTER15,1,REG100165,Cust 6114,42.61,1/23/2024,1/29/2024,Eric
1/5/2023,North,Laptop,19,463.51,Store B,Retail,0,Bob,8806.69,Cash,FREESHIP,0,REG100166,Cust 9589,49.38,1/5/2023,1/8/2023,Ryan
12/21/2023,North,Desk,7,284.7,Store D,Wholesale,0.05,Bob,1893.255,Gift Card,,0,REG100167,Cust 8184,5.36,12/21/2023,12/30/2023,Ryan
5/25/2023,West,Laptop,20,343.25,Store C,Wholesale,0.05,Alice,6521.75,Debit Card,FREESHIP,0,REG100168,Cust 2490,28.77,5/25/2023,6/2/2023,Wendy
6/30/2025,Central,Chair,6,95.24,Store D,Wholesale,0.15,Diana,485.724,Gift Card,FREESHIP,0,REG100169,Cust 1647,18.72,6/30/2025,7/8/2025,Cameron
2/12/2025,West,Desk,13,104.8,Store B,Retail,0.05,Diana,1294.28,Credit Card,WINTER15,0,REG100170,Cust 2017,7.79,2/12/2025,2/19/2025,Wendy
1/3/2024,West,Tablet,12,164.31,Store B,Wholesale,0.1,Eva,1774.548,Cash,,1,REG100171,Cust 3446,38.9,1/3/2024,1/7/2024,Wendy
2/3/2023,South,Tablet,10,325.18,Store C,Wholesale,0.1,Alice,2926.62,Cash,WINTER15,0,REG100172,Cust 4877,47.39,2/3/2023,2/13/2023,Sophie
3/1/2024,East,Monitor,17,542.82,Store A,Wholesale,0,Alice,9227.94,Debit Card,WINTER15,1,REG100173,Cust 9112,7.13,3/1/2024,3/8/2024,Eric
5/24/2023,North,Tablet,14,207.48,Store C,Wholesale,0.05,Eva,2759.484,Online,,0,REG100174,Cust 8172,5.7,5/24/2023,6/2/2023,Ryan
6/22/2025,North,Printer,17,527.88,Store D,Retail,0.05,Bob,8525.262,Cash,WINTER15,0,REG100175,Cust 4597,21.32,6/22/2025,6/28/2025,Ryan
4/10/2023,North,Chair,11,71.21,Store B,Retail,0.05,Diana,744.1445,Online,,1,REG100176,Cust 3690,44.2,4/10/2023,4/14/2023,Ryan
3/4/2025,Central,Printer,8,486.07,Store B,Retail,0,Carlos,3888.56,Debit Card,FREESHIP,0,REG100177,Cust 2893,10.68,3/4/2025,3/10/2025,Cameron
7/11/2024,East,Laptop,6,555.03,Store C,Retail,0.1,Frank,2997.162,Credit Card,,1,REG100178,Cust 5602,23.69,7/11/2024,7/20/2024,Eric
8/17/2024,East,Desk,13,421.08,Store B,Wholesale,0,Bob,5474.04,Cash,,0,REG100179,Cust 5616,24.51,8/17/2024,8/20/2024,Eric
6/30/2025,North,Laptop,16,76.17,Store D,Wholesale,0.1,Alice,1096.848,Cash,WINTER15,0,REG100180,Cust 1312,41.88,6/30/2025,7/9/2025,Ryan
11/6/2024,South,Printer,3,503.55,Store C,Wholesale,0.1,Bob,1359.585,Credit Card,WINTER15,0,REG100181,Cust 6315,37.49,11/6/2024,11/13/2024,Sophie
4/1/2025,East,Tablet,5,31.56,Store D,Retail,0,Diana,157.8,Online,SAVE10,1,REG100182,Cust 1224,29.56,4/1/2025,4/4/2025,Eric
7/1/2024,West,Laptop,16,72.92,Store C,Wholesale,0.05,Frank,1108.384,Cash,FREESHIP,0,REG100183,Cust 7182,5.7,7/1/2024,7/6/2024,Wendy
12/9/2023,West,Printer,18,421.93,Store D,Retail,0.05,Bob,7215.003,Gift Card,WINTER15,0,REG100184,Cust 7901,23.42,12/9/2023,12/18/2023,Wendy
6/27/2023,North,Desk,15,478.41,Store B,Retail,0.1,Carlos,6458.535,Debit Card,FREESHIP,0,REG100185,Cust 1736,35.63,6/27/2023,6/30/2023,Ryan
7/14/2023,South,Chair,9,501.74,Store D,Retail,0,Bob,4515.66,Online,SAVE10,1,REG100186,Cust 7795,39.74,7/14/2023,7/17/2023,Sophie
2/8/2023,South,Tablet,7,247.53,Store C,Wholesale,0.15,Alice,1472.8035,Gift Card,FREESHIP,0,REG100187,Cust 2471,13.63,2/8/2023,2/16/2023,Sophie
6/28/2024,West,Tablet,6,176.51,Store C,Wholesale,0.15,Carlos,900.201,Debit Card,FREESHIP,1,REG100188,Cust 3068,31.02,6/28/2024,7/7/2024,Wendy
4/15/2024,West,Laptop,2,143.43,Store D,Wholesale,0,Bob,286.86,Credit Card,,0,REG100189,Cust 3848,36.94,4/15/2024,4/22/2024,Wendy
11/27/2023,East,Monitor,12,538.5,Store C,Wholesale,0.05,Alice,6138.9,Cash,SAVE10,0,REG100190,Cust 7777,18.54,11/27/2023,12/6/2023,Eric
3/27/2025,East,Printer,5,87.17,Store D,Wholesale,0,Carlos,435.85,Debit Card,,0,REG100191,Cust 6613,13.01,3/27/2025,3/29/2025,Eric
8/6/2023,South,Monitor,7,498.32,Store B,Wholesale,0.1,Alice,3139.416,Credit Card,WINTER15,1,REG100192,Cust 2326,27.65,8/6/2023,8/10/2023,Sophie
12/13/2024,South,Printer,15,57.14,Store B,Wholesale,0.15,Carlos,728.535,Debit Card,FREESHIP,0,REG100193,Cust 8304,7.02,12/13/2024,12/22/2024,Sophie
1/17/2025,Central,Tablet,18,124.18,Store B,Wholesale,0.15,Carlos,1899.954,Debit Card,SAVE10,0,REG100194,Cust 3630,45.77,1/17/2025,1/26/2025,Cameron
11/26/2023,West,Desk,12,107.45,Store C,Retail,0.1,Bob,1160.46,Online,FREESHIP,0,REG100195,Cust 8617,18.17,11/26/2023,12/2/2023,Wendy
2/14/2023,East,Chair,8,411.26,Store A,Retail,0.1,Frank,2961.072,Gift Card,WINTER15,0,REG100196,Cust 3530,28.57,2/14/2023,2/18/2023,Eric
2/2/2025,Central,Printer,7,248.1,Store C,Retail,0,Diana,1736.7,Cash,WINTER15,0,REG100197,Cust 3884,31.8,2/2/2025,2/6/2025,Cameron
4/11/2023,West,Printer,3,486.52,Store B,Wholesale,0.1,Carlos,1313.604,Gift Card,,0,REG100198,Cust 5739,16.5,4/11/2023,4/20/2023,Wendy
7/8/2024,North,Monitor,18,415.04,Store C,Wholesale,0.1,Eva,6723.648,Cash,WINTER15,0,REG100199,Cust 9707,33.58,7/8/2024,7/13/2024,Ryan
2/8/2023,Central,Printer,19,165.38,Store B,Wholesale,0.15,Alice,2670.887,Online,,0,REG100200,Cust 9288,25.2,2/8/2023,2/14/2023,Cameron
4/9/2024,West,Desk,2,117.47,Store C,Wholesale,0,Eva,234.94,Credit Card,FREESHIP,0,REG100201,Cust 1216,6.58,4/9/2024,4/16/2024,Wendy
8/14/2023,Central,Printer,9,461.79,Store C,Wholesale,0.15,Frank,3532.6935,Gift Card,,0,REG100202,Cust 2489,47.81,8/14/2023,8/18/2023,Cameron
9/2/2024,West,Tablet,19,208.72,Store D,Retail,0.05,Frank,3767.396,Credit Card,FREESHIP,0,REG100203,Cust 7171,38.41,9/2/2024,9/6/2024,Wendy
6/29/2025,Central,Monitor,16,278.13,Store A,Wholesale,0.15,Alice,3782.568,Cash,SAVE10,0,REG100204,Cust 9125,24.29,6/29/2025,7/4/2025,Cameron
4/2/2025,West,Laptop,2,580.19,Store B,Wholesale,0.05,Diana,1102.361,Debit Card,WINTER15,0,REG100205,Cust 9697,7.33,4/2/2025,4/8/2025,Wendy
4/27/2023,Central,Tablet,8,536.43,Store B,Retail,0,Carlos,4291.44,Cash,,1,REG100206,Cust 8171,14.58,4/27/2023,5/7/2023,Cameron
8/7/2024,East,Phone,1,94.33,Store A,Wholesale,0,Carlos,94.33,Online,,0,REG100207,Cust 2004,49.17,8/7/2024,8/17/2024,Eric
4/15/2023,West,Laptop,16,489.94,Store C,Retail,0.1,Frank,7055.136,Cash,SAVE10,0,REG100208,Cust 4214,9.69,4/15/2023,4/25/2023,Wendy
8/12/2023,South,Desk,4,551.71,Store A,Retail,0.05,Eva,2096.498,Gift Card,,1,REG100209,Cust 9837,26.32,8/12/2023,8/15/2023,Sophie
6/19/2023,West,Printer,17,595.57,Store D,Retail,0.15,Bob,8605.9865,Credit Card,WINTER15,0,REG100210,Cust 2082,9.73,6/19/2023,6/28/2023,Wendy
12/29/2023,East,Printer,1,180.12,Store A,Wholesale,0.1,Eva,162.108,Debit Card,,0,REG100211,Cust 3001,27.07,12/29/2023,1/7/2024,Eric
3/26/2023,East,Desk,12,301.5,Store D,Retail,0.15,Bob,3075.3,Credit Card,FREESHIP,1,REG100212,Cust 6161,43.67,3/26/2023,3/30/2023,Eric
9/1/2023,South,Phone,20,273.55,Store D,Retail,0.15,Frank,4650.35,Debit Card,,0,REG100213,Cust 5220,14.76,9/1/2023,9/7/2023,Sophie
8/5/2024,West,Tablet,6,187.06,Store B,Wholesale,0.1,Frank,1010.124,Debit Card,FREESHIP,0,REG100214,Cust 3386,11.03,8/5/2024,8/13/2024,Wendy
1/23/2025,North,Chair,16,562.52,Store D,Retail,0,Frank,9000.32,Gift Card,,0,REG100215,Cust 1591,18.23,1/23/2025,1/27/2025,Ryan
5/16/2023,East,Tablet,4,85.16,Store D,Wholesale,0.1,Carlos,306.576,Credit Card,,0,REG100216,Cust 3434,38.51,5/16/2023,5/23/2023,Eric
2/14/2023,North,Tablet,12,451.51,Store B,Wholesale,0.15,Carlos,4605.402,Online,WINTER15,0,REG100217,Cust 1501,9.54,2/14/2023,2/22/2023,Ryan
6/3/2024,Central,Tablet,1,259.87,Store D,Retail,0.15,Eva,220.8895,Gift Card,FREESHIP,0,REG100218,Cust 9683,19.2,6/3/2024,6/12/2024,Cameron
11/8/2023,Central,Tablet,20,268.25,Store D,Retail,0.05,Diana,5096.75,Cash,FREESHIP,0,REG100219,Cust 5416,20.96,11/8/2023,11/15/2023,Cameron
1/24/2023,West,Phone,10,266.13,Store B,Wholesale,0,Diana,2661.3,Gift Card,WINTER15,0,REG100220,Cust 2153,21.01,1/24/2023,1/26/2023,Wendy
3/20/2025,West,Laptop,18,493.06,Store D,Wholesale,0.05,Diana,8431.326,Cash,WINTER15,1,REG100221,Cust 3572,46.87,3/20/2025,3/28/2025,Wendy
2/22/2024,West,Monitor,4,36.82,Store C,Wholesale,0.05,Frank,139.916,Credit Card,WINTER15,1,REG100222,Cust 6372,24.86,2/22/2024,3/1/2024,Wendy
4/2/2025,North,Printer,12,413.45,Store D,Retail,0.15,Bob,4217.19,Cash,FREESHIP,0,REG100223,Cust 6109,23.25,4/2/2025,4/10/2025,Ryan
6/12/2025,North,Chair,19,446.25,Store B,Retail,0.1,Eva,7630.875,Gift Card,,0,REG100224,Cust 5234,14.88,6/12/2025,6/18/2025,Ryan
5/13/2023,East,Laptop,7,82.77,Store D,Wholesale,0.15,Frank,492.4815,Debit Card,SAVE10,1,REG100225,Cust 5530,15.66,5/13/2023,5/17/2023,Eric
3/25/2023,South,Desk,17,339.88,Store A,Retail,0,Alice,5777.96,Cash,,0,REG100226,Cust 5398,44.86,3/25/2023,3/28/2023,Sophie
11/22/2024,South,Printer,19,364.32,Store B,Retail,0.15,Frank,5883.768,Debit Card,,1,REG100227,Cust 3247,39.76,11/22/2024,11/25/2024,Sophie
7/7/2023,East,Tablet,3,71.91,Store B,Wholesale,0,Alice,215.73,Gift Card,WINTER15,1,REG100228,Cust 7137,46.25,7/7/2023,7/17/2023,Eric
10/5/2024,East,Tablet,20,576.3,Store D,Wholesale,0.05,Eva,10949.7,Credit Card,,0,REG100229,Cust 4627,25.22,10/5/2024,10/9/2024,Eric
3/31/2024,West,Laptop,7,120.6,Store B,Wholesale,0,Diana,844.2,Online,WINTER15,0,REG100230,Cust 4878,43.8,3/31/2024,4/8/2024,Wendy
4/1/2025,West,Printer,8,96.19,Store A,Wholesale,0.05,Carlos,731.044,Debit Card,SAVE10,0,REG100231,Cust 2779,34.07,4/1/2025,4/4/2025,Wendy
8/23/2023,West,Printer,14,471.17,Store A,Wholesale,0.05,Carlos,6266.561,Gift Card,FREESHIP,0,REG100232,Cust 8606,26.38,8/23/2023,8/26/2023,Wendy
8/14/2024,South,Phone,20,14.33,Store D,Wholesale,0.1,Carlos,257.94,Debit Card,,0,REG100233,Cust 9599,6.22,8/14/2024,8/21/2024,Sophie
2/14/2025,Central,Tablet,18,499.61,Store B,Retail,0.15,Alice,7644.033,Debit Card,,0,REG100234,Cust 4500,9.64,2/14/2025,2/19/2025,Cameron
11/11/2023,West,Monitor,14,16.33,Store B,Wholesale,0.1,Diana,205.758,Debit Card,WINTER15,0,REG100235,Cust 4173,22.72,11/11/2023,11/16/2023,Wendy
4/1/2024,Central,Desk,17,480.62,Store C,Wholesale,0.15,Carlos,6944.959,Online,FREESHIP,0,REG100236,Cust 7607,37.09,4/1/2024,4/9/2024,Cameron
6/13/2024,South,Chair,5,555.84,Store C,Retail,0.05,Diana,2640.24,Credit Card,,0,REG100237,Cust 4768,29.4,6/13/2024,6/20/2024,Sophie
11/28/2023,North,Chair,18,174.03,Store B,Wholesale,0.1,Frank,2819.286,Online,SAVE10,0,REG100238,Cust 5746,32.19,11/28/2023,12/3/2023,Ryan
11/11/2024,Central,Desk,11,286.05,Store A,Retail,0.1,Bob,2831.895,Debit Card,,1,REG100239,Cust 3002,8.59,11/11/2024,11/16/2024,Cameron
11/4/2024,North,Desk,16,40.73,Store D,Retail,0,Alice,651.68,Credit Card,,0,REG100240,Cust 3237,24.72,11/4/2024,11/8/2024,Ryan
1/1/2023,Central,Chair,11,468.22,Store D,Retail,0,Carlos,5150.42,Debit Card,WINTER15,0,REG100241,Cust 6437,19.92,1/1/2023,1/11/2023,Cameron
1/18/2025,North,Tablet,1,411.54,Store C,Retail,0.1,Eva,370.386,Gift Card,WINTER15,0,REG100242,Cust 8806,7.46,1/18/2025,1/20/2025,Ryan
5/2/2023,Central,Printer,13,134.2,Store A,Wholesale,0.05,Eva,1657.37,Credit Card,WINTER15,0,REG100243,Cust 8678,9.6,5/2/2023,5/10/2023,Cameron
5/27/2025,West,Printer,10,351.23,Store B,Retail,0.15,Frank,2985.455,Online,,0,REG100244,Cust 9649,42.74,5/27/2025,6/2/2025,Wendy
12/27/2024,South,Monitor,14,551.14,Store C,Wholesale,0.1,Diana,6944.364,Online,FREESHIP,1,REG100245,Cust 1960,12.35,12/27/2024,1/5/2025,Sophie
3/18/2025,West,Chair,2,131.13,Store B,Retail,0.1,Eva,236.034,Debit Card,,0,REG100246,Cust 3910,14.74,3/18/2025,3/24/2025,Wendy
3/24/2024,East,Laptop,6,595.11,Store C,Wholesale,0,Diana,3570.66,Cash,SAVE10,1,REG100247,Cust 4944,28.92,3/24/2024,3/31/2024,Eric
12/26/2024,East,Laptop,6,516.66,Store C,Wholesale,0.05,Bob,2944.962,Online,,1,REG100248,Cust 9618,5.15,12/26/2024,1/3/2025,Eric
1/11/2023,North,Desk,6,202.57,Store D,Retail,0.05,Eva,1154.649,Gift Card,FREESHIP,0,REG100249,Cust 2279,24.39,1/11/2023,1/14/2023,Ryan
6/1/2025,South,Laptop,13,306.16,Store A,Wholesale,0.15,Frank,3383.068,Cash,SAVE10,0,REG100250,Cust 4689,25.16,6/1/2025,6/10/2025,Sophie
9/26/2024,East,Desk,11,472.74,Store D,Retail,0.15,Carlos,4420.119,Credit Card,,1,REG100251,Cust 7381,16.8,9/26/2024,10/1/2024,Eric
8/10/2024,East,Phone,20,337.37,Store C,Retail,0.1,Diana,6072.66,Gift Card,,0,REG100252,Cust 2724,43.17,8/10/2024,8/17/2024,Eric
3/2/2025,South,Phone,12,34.24,Store C,Retail,0.1,Frank,369.792,Cash,,0,REG100253,Cust 2823,17.64,3/2/2025,3/10/2025,Sophie
2/21/2023,East,Tablet,4,477.05,Store B,Wholesale,0,Carlos,1908.2,Credit Card,WINTER15,0,REG100254,Cust 9402,45.54,2/21/2023,3/2/2023,Eric
11/20/2024,East,Laptop,6,562.93,Store C,Retail,0,Alice,3377.58,Credit Card,WINTER15,0,REG100255,Cust 6561,43.73,11/20/2024,11/27/2024,Eric
8/26/2023,East,Chair,20,18.29,Store B,Retail,0,Diana,365.8,Debit Card,FREESHIP,1,REG100256,Cust 3116,35.37,8/26/2023,8/29/2023,Eric
1/1/2024,South,Monitor,7,208.86,Store B,Retail,0,Frank,1462.02,Cash,FREESHIP,0,REG100257,Cust 1015,20.64,1/1/2024,1/8/2024,Sophie
11/24/2024,South,Printer,12,330.36,Store D,Retail,0.05,Diana,3766.104,Cash,WINTER15,0,REG100258,Cust 1207,48.33,11/24/2024,11/30/2024,Sophie
8/25/2024,South,Tablet,7,50.26,Store C,Retail,0.15,Diana,299.047,Cash,,0,REG100259,Cust 2501,17.12,8/25/2024,9/1/2024,Sophie
6/10/2023,South,Laptop,2,374.59,Store C,Wholesale,0.15,Carlos,636.803,Online,SAVE10,0,REG100260,Cust 2330,34.64,6/10/2023,6/18/2023,Sophie
12/18/2024,North,Printer,7,467.6,Store A,Retail,0.1,Carlos,2945.88,Debit Card,,0,REG100261,Cust 7436,15.64,12/18/2024,12/26/2024,Ryan
8/28/2023,East,Chair,3,376.24,Store A,Retail,0.05,Frank,1072.284,Debit Card,FREESHIP,1,REG100262,Cust 2762,6.15,8/28/2023,9/1/2023,Eric
1/22/2023,West,Phone,13,140.49,Store A,Retail,0,Eva,1826.37,Debit Card,SAVE10,0,REG100263,Cust 3599,17.69,1/22/2023,1/31/2023,Wendy
2/7/2023,North,Monitor,3,506.33,Store B,Retail,0.15,Frank,1291.1415,Debit Card,FREESHIP,0,REG100264,Cust 4127,25.71,2/7/2023,2/14/2023,Ryan
11/22/2023,South,Monitor,8,138.73,Store A,Wholesale,0.05,Frank,1054.348,Online,WINTER15,1,REG100265,Cust 6855,48.51,11/22/2023,11/29/2023,Sophie
1/25/2023,West,Desk,6,134.53,Store C,Retail,0.15,Carlos,686.103,Debit Card,FREESHIP,1,REG100266,Cust 7017,33.5,1/25/2023,1/29/2023,Wendy
3/5/2025,South,Tablet,18,375.96,Store D,Wholesale,0.05,Diana,6428.916,Debit Card,SAVE10,0,REG100267,Cust 6957,26.78,3/5/2025,3/9/2025,Sophie
2/2/2023,North,Printer,10,538.47,Store D,Retail,0.1,Bob,4846.23,Gift Card,WINTER15,1,REG100268,Cust 9822,17.25,2/2/2023,2/12/2023,Ryan
5/24/2023,North,Tablet,15,505.44,Store A,Wholesale,0.1,Alice,6823.44,Online,SAVE10,0,REG100269,Cust 7425,37.5,5/24/2023,6/1/2023,Ryan
5/30/2024,South,Printer,4,312.09,Store C,Wholesale,0.15,Diana,1061.106,Debit Card,SAVE10,1,REG100270,Cust 6468,17.99,5/30/2024,6/6/2024,Sophie
1/23/2024,West,Desk,15,579.58,Store C,Retail,0.15,Eva,7389.645,Credit Card,,0,REG100271,Cust 8897,31.22,1/23/2024,1/31/2024,Wendy
2/6/2023,North,Chair,10,217.43,Store A,Retail,0.15,Bob,1848.155,Credit Card,FREESHIP,0,REG100272,Cust 9816,33.14,2/6/2023,2/15/2023,Ryan
7/15/2024,West,Phone,15,476.15,Store B,Wholesale,0.05,Carlos,6785.1375,Online,SAVE10,0,REG100273,Cust 8227,24.48,7/15/2024,7/19/2024,Wendy
3/6/2025,East,Chair,5,89.03,Store C,Wholesale,0.1,Frank,400.635,Debit Card,WINTER15,0,REG100274,Cust 4990,22.42,3/6/2025,3/16/2025,Eric
7/29/2023,Central,Phone,17,6.88,Store A,Retail,0.1,Frank,105.264,Gift Card,,0,REG100275,Cust 5834,42.37,7/29/2023,8/8/2023,Cameron
7/26/2023,North,Printer,6,355.26,Store D,Retail,0.1,Bob,1918.404,Online,WINTER15,0,REG100276,Cust 7330,30.49,7/26/2023,7/29/2023,Ryan
4/10/2024,West,Tablet,8,294.76,Store C,Retail,0.1,Diana,2122.272,Online,SAVE10,0,REG100277,Cust 5273,36.04,4/10/2024,4/13/2024,Wendy
1/24/2025,North,Desk,16,60.69,Store A,Wholesale,0,Carlos,971.04,Credit Card,WINTER15,0,REG100278,Cust 6138,7.03,1/24/2025,1/27/2025,Ryan
4/27/2025,West,Laptop,2,559.63,Store B,Wholesale,0.1,Diana,1007.334,Credit Card,WINTER15,1,REG100279,Cust 2084,42.34,4/27/2025,5/3/2025,Wendy
2/20/2025,East,Phone,4,232.66,Store B,Wholesale,0.1,Frank,837.576,Online,WINTER15,0,REG100280,Cust 2799,11.88,2/20/2025,2/23/2025,Eric
9/14/2023,North,Printer,10,230.87,Store A,Retail,0.15,Bob,1962.395,Debit Card,SAVE10,0,REG100281,Cust 5234,28.33,9/14/2023,9/19/2023,Ryan
4/17/2024,West,Tablet,7,353.9,Store C,Wholesale,0.15,Alice,2105.705,Debit Card,SAVE10,1,REG100282,Cust 3051,15.74,4/17/2024,4/27/2024,Wendy
11/14/2024,Central,Tablet,12,561.07,Store A,Retail,0,Alice,6732.84,Gift Card,,0,REG100283,Cust 5456,35.02,11/14/2024,11/18/2024,Cameron
7/25/2024,North,Chair,15,247.21,Store D,Wholesale,0.1,Bob,3337.335,Gift Card,,0,REG100284,Cust 6029,45.42,7/25/2024,7/27/2024,Ryan
8/5/2024,East,Phone,19,271.22,Store A,Wholesale,0.1,Alice,4637.862,Credit Card,WINTER15,0,REG100285,Cust 4002,35.33,8/5/2024,8/15/2024,Eric
1/23/2025,West,Laptop,6,532.54,Store A,Wholesale,0,Diana,3195.24,Debit Card,,1,REG100286,Cust 5830,25.09,1/23/2025,2/2/2025,Wendy
4/27/2025,West,Printer,16,329.54,Store A,Wholesale,0.15,Bob,4481.744,Debit Card,FREESHIP,1,REG100287,Cust 8088,39.39,4/27/2025,5/3/2025,Wendy
9/20/2024,South,Phone,6,170.1,Store A,Retail,0,Eva,1020.6,Gift Card,FREESHIP,0,REG100288,Cust 6455,38.61,9/20/2024,9/23/2024,Sophie
9/8/2023,West,Laptop,19,212.83,Store D,Wholesale,0.15,Carlos,3437.2045,Online,WINTER15,0,REG100289,Cust 4117,42.88,9/8/2023,9/15/2023,Wendy
4/20/2025,South,Laptop,5,578.92,Store A,Wholesale,0,Bob,2894.6,Credit Card,,1,REG100290,Cust 1385,44.09,4/20/2025,4/28/2025,Sophie
6/20/2024,North,Phone,3,456.92,Store C,Retail,0.1,Frank,1233.684,Gift Card,FREESHIP,0,REG100291,Cust 5185,17.57,6/20/2024,6/27/2024,Ryan
1/11/2023,East,Tablet,12,521.53,Store D,Retail,0,Eva,6258.36,Credit Card,SAVE10,1,REG100292,Cust 8704,49.59,1/11/2023,1/20/2023,Eric
7/4/2023,North,Desk,17,468.19,Store D,Retail,0.05,Diana,7561.2685,Cash,,0,REG100293,Cust 3528,13.84,7/4/2023,7/7/2023,Ryan
3/8/2025,Central,Monitor,9,8.81,Store D,Retail,0.15,Alice,67.3965,Online,SAVE10,0,REG100294,Cust 3907,42.7,3/8/2025,3/18/2025,Cameron
2/10/2025,South,Chair,6,521.1,Store A,Wholesale,0.15,Frank,2657.61,Cash,,0,REG100295,Cust 9005,31.14,2/10/2025,2/12/2025,Sophie
3/17/2025,West,Monitor,10,289.91,Store C,Retail,0.1,Diana,2609.19,Cash,SAVE10,0,REG100296,Cust 3635,32.96,3/17/2025,3/21/2025,Wendy
11/9/2023,East,Printer,3,142.27,Store D,Retail,0.05,Bob,405.4695,Online,SAVE10,0,REG100297,Cust 2122,32.8,11/9/2023,11/15/2023,Eric
11/30/2023,Central,Printer,15,354.09,Store B,Retail,0.05,Carlos,5045.7825,Online,,1,REG100298,Cust 4467,25.3,11/30/2023,12/8/2023,Cameron
8/15/2024,South,Tablet,20,358.57,Store B,Wholesale,0,Alice,7171.4,Debit Card,FREESHIP,1,REG100299,Cust 6146,21.11,8/15/2024,8/20/2024,Sophie
3/21/2023,West,Tablet,16,33.18,Store C,Retail,0.05,Eva,504.336,Online,SAVE10,0,REG100300,Cust 4001,22.94,3/21/2023,3/26/2023,Wendy
10/26/2023,West,Monitor,2,124.4,Store B,Retail,0,Eva,248.8,Online,,0,REG100301,Cust 3365,37.05,10/26/2023,10/31/2023,Wendy
11/3/2023,West,Phone,12,17.76,Store D,Retail,0.1,Carlos,191.808,Online,FREESHIP,0,REG100302,Cust 2194,12.18,11/3/2023,11/11/2023,Wendy
1/30/2025,North,Chair,16,345.53,Store C,Retail,0.15,Frank,4699.208,Gift Card,SAVE10,0,REG100303,Cust 7942,13.43,1/30/2025,2/5/2025,Ryan
1/25/2024,West,Laptop,13,453.48,Store A,Wholesale,0.05,Alice,5600.478,Gift Card,SAVE10,0,REG100304,Cust 8451,46.28,1/25/2024,2/3/2024,Wendy
3/29/2025,South,Laptop,10,277.74,Store B,Retail,0.15,Carlos,2360.79,Gift Card,SAVE10,1,REG100305,Cust 4238,35.02,3/29/2025,4/2/2025,Sophie
11/2/2024,Central,Chair,16,89.76,Store A,Wholesale,0,Alice,1436.16,Debit Card,WINTER15,1,REG100306,Cust 2529,44.69,11/2/2024,11/9/2024,Cameron
6/30/2024,Central,Chair,11,535.37,Store D,Wholesale,0,Frank,5889.07,Cash,,0,REG100307,Cust 7057,35.96,6/30/2024,7/9/2024,Cameron
1/11/2023,South,Tablet,9,15.58,Store D,Retail,0.1,Frank,126.198,Gift Card,FREESHIP,1,REG100308,Cust 9069,27.81,1/11/2023,1/19/2023,Sophie
6/5/2025,North,Desk,13,466.54,Store C,Wholesale,0,Eva,6065.02,Cash,FREESHIP,0,REG100309,Cust 5858,18.63,6/5/2025,6/14/2025,Ryan
3/21/2024,North,Monitor,16,593,Store D,Retail,0.1,Eva,8539.2,Gift Card,SAVE10,0,REG100310,Cust 2712,18.77,3/21/2024,3/24/2024,Ryan
8/31/2023,South,Desk,6,567.36,Store C,Wholesale,0.05,Alice,3233.952,Gift Card,WINTER15,0,REG100311,Cust 7052,45.98,8/31/2023,9/8/2023,Sophie
10/7/2024,South,Phone,17,523.04,Store A,Retail,0.05,Eva,8447.096,Debit Card,FREESHIP,0,REG100312,Cust 9397,37.38,10/7/2024,10/17/2024,Sophie
4/12/2023,North,Laptop,17,376.4,Store C,Wholesale,0,Alice,6398.8,Debit Card,FREESHIP,0,REG100313,Cust 4614,33.38,4/12/2023,4/15/2023,Ryan
